epoch,baseline_loss,disparity_loss,fx_loss,fy_loss,loss,pitch_loss,u0_loss,v0_loss,val_baseline_loss,val_disparity_loss,val_fx_loss,val_fy_loss,val_loss,val_pitch_loss,val_u0_loss,val_v0_loss,val_xWorld_loss,val_x_loss,val_yWorld_loss,val_y_loss,val_zWorld_loss,val_z_loss,xWorld_loss,x_loss,yWorld_loss,y_loss,zWorld_loss,z_loss
17,1.9818065,0.40805355,4.025024,3.986292,83.97169430157471,20.698372,0.25055417,0.24627082,2.0273728,0.4254992,3.8609865,4.335075,79.35096807282679,18.593336,0.6682073,0.7026679,22.795069,0.57056314,2.7029133,0.4057189,21.517452,0.7307137,21.581396,0.49409336,2.5608668,0.435999,26.4816,0.81112134
18,2.1036766,0.3543018,3.554586,3.5745046,83.32547645192352,23.494366,0.28365812,0.26657358,2.118228,0.22378348,2.2841954,2.2663088,69.60043559905601,28.27338,0.13598818,0.20131628,14.341292,0.52113175,2.0775824,0.36962005,16.045277,0.7251018,21.026571,0.5767754,2.4322405,0.4161387,24.48685,0.76125985
19,2.1314313,0.21105711,2.4240983,2.3978326,73.1579582135209,19.519186,0.23782519,0.23356752,2.1357281,0.20749682,1.4946717,1.5680759,67.63060714072752,16.236115,0.23707592,0.1319668,20.52711,0.55379283,2.2027116,0.26422444,21.387886,0.66779804,20.006653,0.5811533,2.0603077,0.34812444,22.295616,0.70810336
20,2.0913863,0.19873665,2.0093212,2.0391693,69.92688194941601,19.575916,0.21816064,0.21691895,2.0245814,0.34438473,2.1227686,1.9958737,74.64085383951453,18.172152,0.43833485,0.46356896,24.320702,0.46212137,1.8233925,0.26631993,21.579863,0.62557185,18.903708,0.5985059,1.8279252,0.30937043,21.310211,0.6415719
21,2.0007505,0.4314221,2.8939495,2.9238849,68.92668159550269,19.476707,0.22063597,0.20281544,2.0037107,0.46616045,1.8557858,2.1100972,65.55809714682344,19.28228,0.4319856,0.3994356,17.236105,0.5701617,1.9531212,0.27751336,18.426079,0.550192,17.84087,0.43556198,2.0671322,0.34660122,19.516375,0.58858156
22,2.014455,0.6150199,2.2704935,2.2604315,68.19366758583035,17.834415,0.22095221,0.2008963,2.0216393,0.635104,1.7199595,1.4483249,58.215555815280716,17.52571,0.18177365,0.7168664,15.089121,0.33442324,1.7039225,0.22623669,16.080286,0.5534453,18.277672,0.4229457,1.9382607,0.30562383,21.24053,0.615295
23,1.9817841,0.6786922,2.0380542,2.0658135,65.81796723203574,18.896198,0.19550313,0.18839371,1.980653,0.7114961,2.4203,1.8896812,71.94677701415605,17.599333,0.15327027,0.68023574,20.98673,0.37892747,1.7483299,0.22889379,22.62783,0.5465828,16.445246,0.38002574,1.899762,0.30490065,20.126654,0.62171715
24,1.9554842,0.65064925,2.0130973,2.0603917,62.33206545833414,16.283817,0.1916464,0.18393035,1.9206996,0.6027768,1.8216164,1.9351209,66.33720402053112,14.470239,0.62176114,0.54939115,20.621239,0.3230762,1.3242725,0.22184913,21.401546,0.53132814,16.520084,0.33431432,1.7418268,0.2853613,19.550146,0.55722797
25,1.8953218,0.545999,2.286767,2.2941337,62.49774146067994,17.943302,0.19349678,0.1829372,1.888461,0.6421847,1.7364256,2.0373118,87.24290540691663,17.525595,0.15385301,0.3244339,30.591993,0.34716305,1.8248011,0.27369142,29.360806,0.5753173,15.357726,0.34291527,1.9052091,0.31393978,18.690943,0.5489104
26,1.8306899,0.6238372,2.097639,2.159044,62.63815278294502,17.786343,0.18857096,0.18147992,1.751096,0.69902164,1.9649022,1.9650548,64.2072155327732,17.371637,0.11389902,0.69442445,19.522995,0.25004062,1.3947895,0.21333455,17.838516,0.40918338,16.123833,0.33359262,1.9094471,0.31614238,18.544876,0.5409599
27,1.7323682,0.777448,2.3948772,2.4408004,65.25989200714884,16.87629,0.20608412,0.20039411,1.6685805,1.1240679,1.7242846,3.063125,90.33283616202401,14.528659,0.7666129,0.9431833,27.29041,0.3034446,2.0288,0.28933242,35.9649,0.6390766,17.39569,0.31952024,1.8723276,0.30189824,20.238335,0.5089441
